time_us,Omega_in_abs2,Omega_out_dopp_abs2,Omega_out_nodopp_abs2
2.148537134283571,1.3301164152751883e+25,,0.0014370357628009345
2.1500375093773445,1.3318713374309883e+25,,0.0013666922504248843
2.151537884471118,1.3335765524432357e+25,,0.001508017648322323
2.1530382595648914,1.3352318635509845e+25,,0.0011945054671224935
2.154538634658665,1.3368370795888733e+25,,0.0012482498882959911
2.1560390097524382,1.3383920150239187e+25,,0.0012119055371520103
2.1575393848462117,1.3398964899912525e+25,,0.001080349630112094
2.159039759939985,1.3413503303287949e+25,,0.0012513712302963807
2.1605401350337585,1.3427533676108553e+25,,0.0007383563165935373
2.1620405101275324,1.3441054391806506e+25,,0.0010512015085967607
2.163540885221306,1.345406388181731e+25,,0.0007320323966570118
2.1650412603150793,1.3466560635883091e+25,,0.0011413874068187636
2.1665416354088527,1.3478543202344792e+25,,0.0010007750954602107
2.168042010502626,1.3490010188423192e+25,,0.0003834308800989266
2.1695423855963996,1.350096026048873e+25,,0.0005918863495377073
2.1710427606901725,1.3511392144320007e+25,,0.0002834834819976624
2.172543135783946,1.3521304625350889e+25,,0.0003516813938147692
2.1740435108777194,1.3530696548906193e+25,,7.183810970515509e-05
2.175543885971493,1.3539566820425868e+25,,0.00021950724273640888
2.1770442610652663,1.3547914405677573e+25,,2.1927895880505355e-05
2.1785446361590397,1.3555738330957673e+25,,0.00010009941236392224
2.180045011252813,1.3563037683280517e+25,,2.0530235938619456e-05
2.1815453863465866,1.3569811610556008e+25,,7.127279426150316e-05
2.18304576144036,1.3576059321755368e+25,,0.00010075277733728879
2.1845461365341334,1.3581780087065112e+25,,1.837146710747469e-06
2.186046511627907,1.3586973238029106e+25,,0.00011612124068812715
2.1875468867216803,1.3591638167678765e+25,,3.142774671300066e-05
