time_us,output_co_abs2,output_counter_abs2
2.1804511278195493,4.990108351121714e+24,4.990108351121714e+24
2.192982456140351,4.7910546968045196e+24,4.7910546968045196e+24
2.205513784461153,4.5873744741501467e+24,4.5873744741501467e+24
2.218045112781955,4.380350075875299e+24,4.380350075875299e+24
2.230576441102757,4.1712346824413967e+24,4.1712346824413967e+24
2.2431077694235593,3.9612402516227785e+24,3.9612402516227785e+24
2.255639097744361,3.7515266094366005e+24,3.7515266094366005e+24
2.2681704260651627,3.543191763620509e+24,3.543191763620509e+24
2.2807017543859653,3.3372635322911275e+24,3.3372635322911275e+24
2.293233082706767,3.1346925513332517e+24,3.1346925513332517e+24
2.305764411027569,2.93634669517376e+24,2.93634669517376e+24
2.3182957393483714,2.743006917561831e+24,2.743006917561831e+24
2.330827067669173,2.55536449242301e+24,2.55536449242301e+24
2.3433583959899753,2.3740196103203388e+24,2.3740196103203388e+24
2.355889724310777,2.199481263997011e+24,2.199481263997011e+24
2.368421052631579,2.0321683372529426e+24,2.0321683372529426e+24
2.3809523809523814,1.872411795287049e+24,1.872411795287049e+24
2.393483709273183,1.72045786178234e+24,1.72045786178234e+24
2.406015037593985,1.576472058490575e+24,1.576472058490575e+24
2.4185463659147874,1.4405439768628264e+24,1.4405439768628264e+24
2.431077694235589,1.3126926482640805e+24,1.3126926482640805e+24
2.443609022556391,1.19287237932024e+24,1.19287237932024e+24
2.4561403508771935,1.0809789217282701e+24,1.0809789217282701e+24
2.4686716791979952,9.768558511159331e+23,9.768558511159331e+23
2.481203007518797,8.803010369298392e+23,8.803010369298392e+23
2.493734335839599,7.910730944971899e+23,7.910730944971899e+23
2.5062656641604013,7.088977209711955e+23,7.088977209711955e+23
2.518796992481203,6.334738284565391e+23,6.334738284565391e+23
2.531328320802005,5.644793998516977e+23,5.644793998516977e+23
2.5438596491228074,5.015770054914973e+23,5.015770054914973e+23
2.5563909774436095,4.444189312044855e+23,4.444189312044855e+23
2.5689223057644113,3.9265188062793706e+23,3.9265188062793706e+23
2.581453634085213,3.4592122629868706e+23,3.4592122629868706e+23
2.5939849624060156,3.038747949515387e+23,3.038747949515387e+23
